State,class
X.X+G+X*Y.X,Normal-Stribrek
".E.V.Y,Y.X*",Normal-Stribrek
99.z.z.Z.Z.,Normal-Stribrek
99.z.Z.Z.z.,Normal-Stribrek
99.z.Z.z.Z.,Normal-Stribrek
99.z.z.i.z.,Normal-Stribrek
.W+W.F.w.Z*,Normal-Stribrek
z.z.Z*z0Z.Z,Normal-Stribrek
.W.Z+W.F.W.,Normal-Stribrek
Y.Y.H.y.X.Y,Normal-Stribrek
.X.X.X.X.x.,Normal-Stribrek
88*h*h*y*y*,Normal-Stribrek
*Y.Y*h*h*y*,Normal-Stribrek
*h*h*y*h*y*,Normal-Stribrek
*h*h*h*h*h*,Normal-Stribrek
66.W*,Normal-Stribrek
F.W.Z*W.w.F,Normal-Stribrek
9.I.w.Z.w.W,Normal-Stribrek
96.w.W.W.W.,Normal-Stribrek
660f0f0,Normal-UDP-NTP-server
990i0i0,Normal-UDP-NTP-server
99*z*z*Z*Z*,Normal-UDP-NTP-server
990i0i0A0,Normal-UDP-NTP-server
990i0,Normal-HTTP-windowsupdate
990i0z*z0,Normal-UDP-NTP-server
660f0f0,Normal-UDP-NTP-server
660f0f0,Normal-UDP-NTP-server
22.s.b.,Normal-CVUT-WebServer
990z0z0,Normal-CVUT-WebServer
".U*R,U*U.U+",Normal-CVUT-WebServer
8.W.Z.Z.Y.Y,Normal-Jist
",y,h,h,h,h,",Normal-Jist
"88.Y,Y.Y.",Normal-Jist
"99.I.Z,Z.Z.",Normal-Jist
U.u.u.u.u.U,Normal-Jist
".i.Z.Z*Z,Z.",Normal-Jist
9.z.z.i.z.Z,Normal-Jist
99*Z.Z.z.,Normal-Jist
Z.Z.Z.Z.Z.W,Normal-Jist
99*Z.Z.z.Z.,Normal-Jist
z.z.Z*Z.Z.z,Normal-Jist
99+W.,Normal-Jist
66.y.,Normal-Jist
96.z.z.W.f.,Normal-Jist
w.W.w.w.Z.W,Normal-Jist
66.w.,Normal-Jist
6.w.Y.W.y.H,Normal-Jist
99*i*W.,Normal-Jist
69*Z.z.,Normal-Jist
.z.Z+Z.z.I.,Normal-Jist
Z.Z.Z.Z+Z.Z,Normal-Jist
99.Z.Z.z.z.,Normal-Jist
99.Z.Z.Y.I.,Normal-Jist
"88.Y,Y.",Normal-Jist
88+Y.,Normal-Jist
77.V*V.W.,Normal-Jist
99.z.i.,Normal-Jist
9.z.y.z.y.Z,Normal-Jist
99.Z.I.,Normal-Jist
99.Z.I.z.I.,Normal-Jist
66.w.f.f.w.,Normal-Jist
"99+Z.W,W.W.",Normal-Jist
67*Z.,Normal-Jist
"77,Y*V.H.",Normal-Jist
77.x.,Normal-Jist
"77,X*X.X,",Normal-Jist
"88.Y*Y.Y,y,",Normal-Jist
77.X.X.x.,Normal-Jist
87.X.X.X.X.,Normal-Jist
.X.x.X.X.X.,Normal-Jist
.X.X.X.X.X.,Normal-Jist
"8,y+y+w*Y.Y",Normal-Jist
99.Z.Z.Z.Z.,Normal-Jist
99.I.I.I.I.,Normal-Jist
"99.I.I.Z,Z.",Normal-Jist
99.I.I.,Normal-Jist
"99.I.Z,z,Z.",Normal-Jist
99.Z.I.z.z.,Normal-Jist
"99.z.Z.Z,Z.",Normal-Jist
96.W.,Normal-Grill
R.R.R.R.R.U,Normal-Grill
9.Z.Z.Z.W.V,Normal-Grill
".y.x.X,X,x.",Normal-Grill
66.Y.,Normal-Grill
w.z.i.W+W.W,Normal-Grill
",z+Z.Z.z.Z.",Normal-Grill
"66.w.W,w,Y.",Normal-Grill
96.W.,Normal-Grill
.Y+Y.W.X+X.,Normal-Grill
6.F.Y+W.w.X,Normal-Grill
99.z.Z.Z.Z.,Normal-Grill
99.Z.z.Z.Z.,Normal-Grill
99.Z.z.z.Z.,Normal-Grill
".W.Z,Z.Z.I.",Normal-Grill
78.Z.w.Z.,Normal-Grill
"96,W.",Normal-Grill
66.w.,Normal-Grill
8.Z.w.w.w.W,Normal-Grill
96*W.Z.W.W.,Normal-Grill
99.Z.z.i.,Normal-Grill
.z.Z.Z+Y.Z.,Normal-Grill
55.V.,Normal-Grill
".h.h.Y,Y.Y*",Normal-Grill
",x.X.X,y,y.",Normal-Grill
"8.Y.H.Y,Y.Y",Normal-Grill
96.W.w.,Normal-Grill
96.Z*,Normal-Grill
99.Z.Z.,Normal-Grill
"96,W.",Normal-Grill
69.W.,Normal-Grill
"88.Y+W.Y,Y.",Normal-Grill
"88.W,W.W.",Normal-Grill
"Z+z,z,Z.Z.I",Normal-Grill
99.Z.z.i.i.,Normal-Grill
99.z.,Normal-Grill
66.Z*,Normal-Grill
"89,Z*",Normal-Grill
96*W.W.,Normal-Grill
66.W.,Normal-Grill
66.F.W*Z.W.,Normal-Grill
69*Z.Z.i.z.,Normal-Grill
.Z.Z.z.z.W+,Normal-Grill
99.Z.Z.z.z.,Normal-Grill
99.I.Z+,Normal-Grill
66.Z*Z.W*W.,Normal-Grill
89.Y.,Normal-Grill
"66.W.Y,",Normal-Grill
88.Y.H.Y.Y.,Normal-Grill
86.w.,Normal-Grill
66.W.W.W.Z.,Normal-Grill
99.z.Z.Z.Z.,Normal-Grill
"68.F.Y,G,x+",Normal-Grill
"v.X,x,x+X,x",Normal-Grill
".V.X,X,X+X,",Normal-Grill
55.V.Y.V.V.,Normal-Grill
99.Z.Z.,Normal-Grill
".W.Z,Z.Z.Z.",Normal-Grill
99.Z.Z.,Normal-Grill
88+y*,Normal-Grill
.X.x.X.X.x.,Normal-Grill
.X.G.Y.X.X.,Normal-Grill
"88.y,y,",Botnet-TCP-Established-HTTP-Binary-Download
"11,a,",Botnet-UDP-Attempt-DNS
"9,z,Y.y.z.Z",Botnet-TCP-Established-SPAM
"88,y,y+Y,y,",Botnet-TCP-HTTP-Google-Net-Established
",Y.Y,H,Y.H.",Botnet-TCP-HTTP-Google-Net-Established
"I.Y,z.z,z.z",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
22+b+,Botnet-TCP-Attempt-SPAM
e.e.e.e.e.e,Botnet-TCP-Attempt-SPAM
"22,b,b,b,b,",Botnet-TCP-Attempt-SPAM
"89.Z,Z.Z*",Botnet-TCP-Established-SPAM
".y,y.H.h,y,",Botnet-TCP-Established-HTTP-Microsoft
"y,y,y,y,Y+y",Botnet-TCP-Established-HTTP-Microsoft
"8,H,y,H.H,H",Botnet-TCP-Established-HTTP-Microsoft
"88,h,H,y,H,",Botnet-TCP-Established-HTTP-Microsoft-Live
"+Y.Y,Y.Y+Y,",Botnet-TCP-Established-SSL-Microsoft
"88,y,",Botnet-TCP-WEB-Established-SSL
"88,Y*",Botnet-TCP-Established-SSL-Microsoft
"88+h+y,h,Y.",Botnet-TCP-Established-HTTP-Microsoft-Live
"88,Y*Y,y.",Botnet-TCP-Established-SSL-Microsoft
88.y.Y*Y.y.,Botnet-TCP-Established-SSL-Microsoft
".y,h,y.H.h.",Botnet-TCP-Established-SSL-Microsoft
.H.h.H.y.H.,Botnet-TCP-Established-Custom-Encryption
"8,y.H,y.y,H",Botnet-TCP-Established-HTTP-Microsoft
22+b+,Botnet-TCP-Attempt-SPAM
22+b+,Botnet-TCP-Attempt-SPAM
22+b+,Botnet-TCP-Attempt-SPAM
",V*Y,E,B,V*",Botnet-TCP-Attempt-SPAM
",B,V*Y,E,B,",Botnet-TCP-CC-HTTP-Not-Encrypted
22+b+a+,Botnet-TCP-Attempt-SPAM
"8+Y.Y+Y,Y+Y",Botnet-TCP-Established-HTTP-Microsoft-Live
5.V.V.V.V.V,Botnet-TCP-Established-HTTP-Ad
"8.y,y,y,H,y",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
9.Z.Z.I.I.Z,Normal-Stribrek
".u,U.U,U.R,",Normal-Stribrek
88.Y.Y.H.Y.,Normal-Stribrek
.Y.G.y.x.x.,Normal-Stribrek
66.f.f.f.,Normal-Stribrek
"h,h,h,h,h,h",Normal-Stribrek
"h,h,h,h,h,h",Normal-Stribrek
96.Z.W.,Normal-Stribrek
H.H.y.H.h.y,Normal-Stribrek
"D,u,U+U,d,d",Normal-Stribrek
66.w.F.F.Z.,Normal-Stribrek
"u,u,D,d,u+u",Normal-Stribrek
Z.Y+Y.y.Y+Y,Normal-Stribrek
"u+U,U+z+u+u",Normal-Stribrek
.Y+Y.y.Y+Y.,Normal-Stribrek
"U+u,d,u,u,U",Normal-Stribrek
",u+U,d,u,u,",Normal-Stribrek
z+W.W.F.w.w,Normal-Stribrek
"88*Z,",Normal-Stribrek
"y,Y*Y.Y,W.H",Normal-Stribrek
88.H.H.,Normal-Stribrek
"96.Z,Z.I.i.",Normal-Stribrek
y.H.y.H.h.h,Normal-Stribrek
99*z*Z.Z.,Normal-Stribrek
88.F.,Normal-Stribrek
"66.W,W.",Normal-Stribrek
"66.W,",Normal-Stribrek
66.F.,Normal-Stribrek
88.y.Y.,Normal-Stribrek
.H.y.y.H.y.,Normal-Stribrek
88*h*,Normal-Stribrek
88.Y*h*,Normal-Stribrek
9.I.I.Z.Z.z,Normal-Stribrek
I.z.Z.Z.z.Z,Normal-Stribrek
"89,Z+",Normal-HTTP-windowsupdate
"+u*R,R.R*R.",Normal-CVUT-WebServer
990i0,Normal-UDP-NTP-server
.u.R.R.A.R.,Normal-Jist
"66.F.Z,",Normal-Jist
66.w.W.W.W.,Normal-Jist
Z.i.Z.Z.Z.i,Normal-Jist
z.z.Z.z.Z+Z,Normal-Jist
.I.Z.Z+Z.z.,Normal-Jist
990i0,Normal-Jist
990i0,Normal-Jist
99.I.i.,Normal-Jist
".Z,Z.Y.z.Z.",Normal-Jist
9.Z.Z.Z.Z.I,Normal-Jist
77.z.Z.,Normal-Jist
990i0,Normal-Jist
Z*Z.Z.Z.z.I,Normal-Jist
.Z.Z.i.I.Z.,Normal-Jist
"69,Z.i.",Normal-Jist
9.Z.z.Z.Z.z,Normal-Jist
z.I.I.Z.Z.Z,Normal-Jist
66.w.,Normal-Jist
9.Z.Z.Y.Z.z,Normal-Jist
99*Z.Z.,Normal-Jist
"99,Y.I.i.y.",Normal-Jist
69*Z*,Normal-Jist
99.Z*,Normal-Jist
99.I.I.i.z.,Normal-Jist
99.Z.z.z.I.,Normal-Jist
990i0,Normal-Jist
"99,Z.I.I.I.",Normal-Jist
99.w.,Normal-Jist
990i0,Normal-Jist
6.Z.Z.Z.z.I,Normal-Jist
"77,X.X,X.",Normal-Jist
.z.z.z.Z+Z.,Normal-Jist
9.Z.i.i.z.Z,Normal-Jist
"77*Y,X.X,X.",Normal-Jist
"z.I.Z,Z.Z.Z",Normal-Jist
99.Z.Z.i.Z.,Normal-Jist
99.i.i.z.,Normal-Jist
99.z.Z.Z.z.,Normal-Jist
990a0,Normal-UDP-NTP-server
.R.U.U.U.r.,Normal-Grill
".W+X.W.X.X,",Normal-Grill
66.Y.,Normal-Grill
".w.I.f.Z+R,",Normal-Grill
.Z.Z.z.Z+Z.,Normal-Grill
".W.X+W.X.X,",Normal-Grill
96+W.,Normal-Grill
6.Y.W.w.W+W,Normal-Grill
"99.z.i.i.Z,",Normal-Grill
"88.Y,A,",Normal-Grill
88.Y.Y*Y.Y+,Normal-Grill
88*H*,Normal-Grill
990i0,Normal-Grill
.w.F.Y*Z.Z.,Normal-Grill
99.Z.Z*,Normal-Grill
880h0,Normal-Grill
X.X.g.g.G.X,Normal-Grill
99*z*I*,Normal-Grill
990f0,Normal-Grill
66.F.,Normal-Grill
66.W.W.,Normal-Grill
69.W.w.,Normal-Grill
"66.w.R,R.",Normal-Grill
66.W.Z*,Normal-Grill
.w.w.X*Y.Z.,Normal-Grill
6900W.,Normal-Grill
990i0,Normal-Grill
99.Z.,Normal-Grill
6.W.W.W.W*W,Normal-Grill
990i0,Normal-Grill
68.w.,Normal-Grill
69.W.,Normal-Grill
69.z.z.,Normal-Grill
88.y.Y.y.Y.,Normal-Grill
86.w.,Normal-Grill
88.H.H.Y.Y.,Normal-Grill
88.Y.Y.H.y.,Normal-Grill
98.W.X+,Normal-Grill
"58.Y,G,",Normal-Grill
85.X.,Normal-Grill
66.w.w.,Normal-Grill
".Y,H,h,h,h,",Normal-Grill
89.X.,Normal-Grill
99.Z.Z.Z.Z.,Normal-Grill
99*H*Y.,Normal-Grill
110S*,Botnet-TCP-Attempt-SPAM
21*A*,Botnet-TCP-Attempt-SPAM
22.A.S.,Botnet-TCP-Attempt-SPAM
"12,R.S.",Botnet-TCP-Attempt-SPAM
"22,R.S.",Botnet-TCP-Attempt-SPAM
.S.S*S.r.S.,Botnet-TCP-Attempt-SPAM
"22,R.S.S*",Botnet-TCP-Attempt-SPAM
a*a*a*a*a*a,Botnet-UDP-DNS
"1*s*S,S.b.B",Botnet-TCP-Attempt-SPAM
12*a*R+,Botnet-TCP-Attempt-SPAM
110r*,Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
S*s*A*S+S.r,Botnet-TCP-Attempt-SPAM
11*s*R+,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"11*S,",Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
"S.s,b,b,b,b",Botnet-TCP-Attempt-SPAM
22.R.R0,Botnet-TCP-Attempt-SPAM
21*s0,Botnet-TCP-Attempt-SPAM
"12,R.S.",Botnet-TCP-Attempt-SPAM
22.a.,Botnet-TCP-Attempt-SPAM
"22,R.",Botnet-TCP-Attempt-SPAM
11*B*,Botnet-TCP-Attempt-SPAM
22.R.S.,Botnet-TCP-Attempt-SPAM
22.r.S.,Botnet-TCP-Attempt-SPAM
120R*s*s+s*,Botnet-TCP-Attempt-SPAM
21*s*r*,Botnet-TCP-Attempt-SPAM
"*s*S,R.R*r*",Botnet-TCP-Attempt-SPAM
A.S.R+S*s*S,Botnet-TCP-Attempt-SPAM
"22,R.",Botnet-TCP-Attempt-SPAM
2*S.A.S*r*B,Botnet-TCP-Attempt-SPAM
11.r.a.a.r.,Botnet-TCP-Attempt-SPAM
"b,b,b,b,b,b",Botnet-TCP-Attempt-SPAM
",b,b,b,b,b,",Botnet-TCP-Attempt-SPAM
"b,b,b,S*S.r",Botnet-TCP-Attempt-SPAM
22*S.A.,Botnet-TCP-Attempt-SPAM
22.R.S*s0,Botnet-TCP-Attempt-SPAM
"21*r*s+r*R,",Botnet-TCP-Attempt-SPAM
"11+S0S,R.",Botnet-TCP-Attempt-SPAM
22.R.S.,Botnet-TCP-Attempt-SPAM
220r*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
11+S*,Botnet-TCP-Attempt-SPAM
11*R0,Botnet-TCP-Attempt-SPAM
11+s*r*r*,Botnet-TCP-Attempt-SPAM
11+R0,Botnet-TCP-Attempt-SPAM
S*S.A.S.R*r,Botnet-TCP-Attempt-SPAM
22*S+,Botnet-TCP-Attempt-SPAM
11*R*,Botnet-TCP-Attempt-SPAM
"11*R,S.",Botnet-TCP-Attempt-SPAM
220r*,Botnet-TCP-Attempt-SPAM
11*B*B*s*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
22.A.S*,Botnet-TCP-Attempt-SPAM
11*s*b*,Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
"+s*a*S,R.S.",Botnet-TCP-Attempt-SPAM
22*S0,Botnet-TCP-Attempt-SPAM
12+R0,Botnet-TCP-Attempt-SPAM
"22.R.S,R.S.",Botnet-TCP-Attempt-SPAM
".S+S,S.R*s+",Botnet-TCP-Attempt-SPAM
22.R.,Botnet-TCP-Attempt-SPAM
21*S.,Botnet-TCP-Attempt-SPAM
",s,R.S+R*B*",Botnet-TCP-Attempt-SPAM
12*r*A*,Botnet-TCP-Attempt-SPAM
21*S*,Botnet-TCP-Attempt-SPAM
22*b*r0,Botnet-TCP-Attempt-SPAM
12*S+R*,Botnet-TCP-Attempt-SPAM
"*A*S,R.S.R*",Botnet-TCP-Attempt-SPAM
22*s+,Botnet-TCP-Attempt-SPAM
"12,R.S.",Botnet-TCP-Attempt-SPAM
11+s+R*,Botnet-TCP-Attempt-SPAM
"22,S0R+",Botnet-TCP-Attempt-SPAM
110S.R*s*,Botnet-TCP-Attempt-SPAM
11*S+s*r+,Botnet-TCP-Attempt-SPAM
21+S.S*s*s*,Botnet-TCP-Attempt-SPAM
11+S0,Botnet-TCP-Attempt-SPAM
12*B*,Botnet-TCP-Attempt-SPAM
22*S.r.S*,Botnet-TCP-Attempt-SPAM
22*S.r.S.,Botnet-TCP-Attempt-SPAM
22*R0S+r+,Botnet-TCP-Attempt-SPAM
11*s+R*,Botnet-TCP-Attempt-SPAM
"S+r*R,R*R+R",Botnet-TCP-Attempt-SPAM
22*a*s*r*B*,Botnet-TCP-Attempt-SPAM
12.S*R*a*R+,Botnet-TCP-Attempt-SPAM
21*s*A*s*r*,Botnet-TCP-Attempt-SPAM
11*s*,Botnet-TCP-Attempt-SPAM
"120s*R,R.R*",Botnet-TCP-Attempt-SPAM
"12*R,R.R.R.",Botnet-TCP-Attempt-SPAM
"12,R.S.",Botnet-TCP-Attempt-SPAM
"11+S,R.S.R+",Botnet-TCP-Attempt-SPAM
+s*S.R.S.R*,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
12*B*,Botnet-TCP-Attempt-SPAM
22.r.,Botnet-TCP-Attempt-SPAM
"s*s*B*R,R.r",Botnet-TCP-Attempt-SPAM
S*S.R*s*S.A,Botnet-TCP-Attempt-SPAM
.R.A.A.S+B+,Botnet-TCP-Attempt-SPAM
22.r.,Botnet-TCP-Attempt-SPAM
"22,R.R0",Botnet-TCP-Attempt-SPAM
.r.A.R.S+R*,Botnet-TCP-Attempt-SPAM
".A.S,R.S.S+",Botnet-TCP-Attempt-SPAM
"21*S,R.",Botnet-TCP-Attempt-SPAM
22*R*S+R*,Botnet-TCP-Attempt-SPAM
"S+r+B+S,R.S",Botnet-TCP-Attempt-SPAM
"22,R.R,r+R*",Botnet-TCP-Attempt-SPAM
+S.S+S.A.S.,Botnet-TCP-Attempt-SPAM
.R+r+r+S*r+,Botnet-TCP-Attempt-SPAM
"r.S+S,R.S.s",Botnet-TCP-Attempt-SPAM
r.R*r+r*r*B,Botnet-TCP-Attempt-SPAM
22*B*R0,Botnet-TCP-Attempt-SPAM
"22,R.",Botnet-TCP-Attempt-SPAM
"22,r,S+",Botnet-TCP-Attempt-SPAM
12.S*,Botnet-TCP-Attempt-SPAM
22*r*S.,Botnet-TCP-Attempt-SPAM
"22.A.S.s,b,",Botnet-TCP-Attempt-SPAM
"B,R.S,s+S.r",Botnet-TCP-Attempt-SPAM
",S*s*s*s*S,",Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
",R.R+s*S0S.",Botnet-TCP-Attempt-SPAM
22.A.S.,Botnet-TCP-Attempt-SPAM
22+S.A.S0,Botnet-TCP-Attempt-SPAM
"12,R.S,R.S.",Botnet-TCP-Attempt-SPAM
12*S.R.S.,Botnet-TCP-Attempt-SPAM
"2.r.S,R.S.S",Botnet-TCP-Attempt-SPAM
22*r*s*,Botnet-TCP-Attempt-SPAM
120s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"r.S,R.S.S,S",Botnet-TCP-Attempt-SPAM
a.R*s+S*s*S,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
22*A*s*s*r*,Botnet-TCP-Attempt-SPAM
S+r*s*S.S+r,Botnet-TCP-Attempt-SPAM
11*s*r*R*,Botnet-TCP-Attempt-SPAM
22*s*r*r*r*,Botnet-TCP-Attempt-SPAM
12*r*B*,Botnet-TCP-Attempt-SPAM
"22*r*B*r*S,",Botnet-TCP-Attempt-SPAM
21*B*s*,Botnet-TCP-Attempt-SPAM
",R.S*r*s*r*",Botnet-TCP-Attempt-SPAM
12*b*r*,Botnet-TCP-Attempt-SPAM
11*s*S+S*A*,Botnet-TCP-Attempt-SPAM
22*r0,Botnet-TCP-Attempt-SPAM
*r*s*s*S.R*,Botnet-TCP-Attempt-SPAM
*B*r*S+r*s*,Botnet-TCP-Attempt-SPAM
",S*S.A.S*R+",Botnet-TCP-Attempt-SPAM
12*S*R*R+,Botnet-TCP-Attempt-SPAM
"21,R.",Botnet-TCP-Attempt-SPAM
"22,R.S.",Botnet-TCP-Attempt-SPAM
"s+S.R.S,R.S",Botnet-TCP-Attempt-SPAM
"*R+S.R+s+s,",Botnet-TCP-Attempt-SPAM
"+b+S,s,S*S.",Botnet-TCP-Attempt-SPAM
"S+s+r+s,s,S",Botnet-TCP-Attempt-SPAM
"s+S,S+S,b,R",Botnet-TCP-Attempt-SPAM
"s,S*s+S,s+s",Botnet-TCP-Attempt-SPAM
"+s+B+s,R.S+",Botnet-TCP-Attempt-SPAM
"s+r,S+r*S,r",Botnet-TCP-Attempt-SPAM
"s+s,R.S.s,R",Botnet-TCP-Attempt-SPAM
"R+B+S,s,B,s",Botnet-TCP-Attempt-SPAM
.R.S+R*r+s*,Botnet-TCP-Attempt-SPAM
".s,S+s+s+r+",Botnet-TCP-Attempt-SPAM
"+s,s+A+s,s+",Botnet-TCP-Attempt-SPAM
"r,S+r+s+S,s",Botnet-TCP-Attempt-SPAM
",s,B,S+S,B,",Botnet-TCP-Attempt-SPAM
22*R*B*,Botnet-TCP-Attempt-SPAM
"12*S,R*R0",Botnet-TCP-Attempt-SPAM
22.S0,Botnet-TCP-Attempt-SPAM
22.S0,Botnet-TCP-Attempt-SPAM
"22.S,S.r.S.",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22.R.S.R*,Botnet-TCP-Attempt-SPAM
"12,R.S.s,b,",Botnet-TCP-Attempt-SPAM
22*S0,Botnet-TCP-Attempt-SPAM
11*R+,Botnet-TCP-Attempt-SPAM
12*b*,Botnet-TCP-Attempt-SPAM
"s,R.S*S,B,S",Botnet-TCP-Attempt-SPAM
"s*S.a.S,R.S",Botnet-TCP-Attempt-SPAM
"+S.A.S.S*S,",Botnet-TCP-Attempt-SPAM
r.R*s*r*S+S,Botnet-TCP-Attempt-SPAM
"*B*r+r+S,R+",Botnet-TCP-Attempt-SPAM
21*r*s*,Botnet-TCP-Attempt-SPAM
22+r*,Botnet-TCP-Attempt-SPAM
22*B*S+s*,Botnet-TCP-Attempt-SPAM
11*r*r+R*s*,Botnet-TCP-Attempt-SPAM
12*S*,Botnet-TCP-Attempt-SPAM
.R.S.S*s*S.,Botnet-TCP-Attempt-SPAM
"s*S,R.S.S*S",Botnet-TCP-Attempt-SPAM
"+r,r+s,r+B+",Botnet-TCP-Attempt-SPAM
S*r+B+r*B*r,Botnet-TCP-Attempt-SPAM
12+S0R*r*r*,Botnet-TCP-Attempt-SPAM
"R*r*S,s,r+s",Botnet-TCP-Attempt-SPAM
".r.A.A.S,s,",Botnet-TCP-Attempt-SPAM
"21,R.R.r.A.",Botnet-TCP-Attempt-SPAM
"*S,A,R.A.r.",Botnet-TCP-Attempt-SPAM
*s+S*B*S+s*,Botnet-TCP-Attempt-SPAM
12*r*s*,Botnet-TCP-Attempt-SPAM
22+s+S*,Botnet-TCP-Attempt-SPAM
22.A.,Botnet-TCP-Attempt-SPAM
22.r.S.,Botnet-TCP-Attempt-SPAM
"22,R.",Botnet-TCP-Attempt-SPAM
11*S*R*s*,Botnet-TCP-Attempt-SPAM
12+S*S+,Botnet-TCP-Attempt-SPAM
"*s*S,R.S.R*",Botnet-TCP-Attempt-SPAM
11*s*r0S*,Botnet-TCP-Attempt-SPAM
"2.A.S,R.S.s",Botnet-TCP-Attempt-SPAM
"r*R+S,R.S+S",Botnet-TCP-Attempt-SPAM
"H,y,H,H,H,y",Botnet-TCP-CC-Not-Encrypted
"*R,R*S,S*s*",Botnet-TCP-Attempt-SPAM
"22,R*",Botnet-TCP-Attempt-SPAM
88.Y.,Normal-Stribrek
99.Z.z.Z.Z.,Normal-Stribrek
"U,U.W,U.R.U",Normal-Stribrek
i.H.z.I.z.I,Normal-Stribrek
"66.W.X,",Normal-Stribrek
99.Z.,Normal-Stribrek
i.z.z.i.i.i,Normal-Stribrek
86.Y.Y.X.,Normal-Stribrek
9.Z.i.Z0W.W,Normal-Stribrek
0W.F.W.W.w.,Normal-Stribrek
990W.W+W.,Normal-Stribrek
"77,x,",Normal-Stribrek
",h,h,h,h,h,",Normal-Stribrek
",h,h,h,h,h,",Normal-Stribrek
"96.Z,W+W.",Normal-Stribrek
".I.Z.w.W,W+",Normal-Stribrek
.y.H.h.y.y.,Normal-Stribrek
66.w.F.F.Z0,Normal-Stribrek
",u+u,u+u,D,",Normal-Stribrek
9.Z.Z.I.z.Z,Normal-Stribrek
",u,u,u,u,u+",Normal-Stribrek
Y+Y.H.Y+Y.h,Normal-Stribrek
",d,U,u,u,u,",Normal-Stribrek
"Y.y.Z,y+Y.H",Normal-Stribrek
",u,u+U,U+z,",Normal-Stribrek
Z*Z.Z.Z.Z.z,Normal-Stribrek
",u,u+d+u,u+",Normal-Stribrek
96+W.,Normal-Stribrek
.Z.Z.Z.Z.Z*,Normal-Stribrek
"u+z,W.W.w.w",Normal-Stribrek
Z*z*W.Z*z*z,Normal-Stribrek
99*z*I*z*,Normal-Stribrek
"98,y,",Normal-Stribrek
.H.H.H.H.H.,Normal-Stribrek
66.w.W.I.W.,Normal-Stribrek
"99.Z.Z.W,",Normal-Stribrek
"66.X*Z.Z,",Normal-Stribrek
9900Z+,Normal-Stribrek
99*W.w.,Normal-Stribrek
87.W.Z*,Normal-Stribrek
66.W+W.,Normal-Stribrek
96.Z*z*z*,Normal-Stribrek
"96,z,Z.",Normal-Stribrek
96+Z*,Normal-Stribrek
9*Z.Z.z.z.z,Normal-Stribrek
99*Z.Z.Z*z*,Normal-Stribrek
96.Z*z*Z*W.,Normal-Stribrek
+W.W*W.W+W.,Normal-Stribrek
990i0,Normal-Stribrek
w.w.w.Z*Z.Z,Normal-Stribrek
"77+X,",Normal-Stribrek
V.v.Y.V.v.X,Normal-Stribrek
88.Y0Y.Y.v.,Normal-Stribrek
85.X.,Normal-Stribrek
99.I.,Normal-Stribrek
66.W.W.w.W.,Normal-Stribrek
"99.Z.Z.Z.Z,",Normal-Stribrek
.x.X.X.G.X.,Normal-Stribrek
".Z.Z.Z.z.Z,",Normal-Stribrek
88.X.Y.,Normal-Stribrek
88.w.,Normal-Stribrek
"87.X*X,X.",Normal-Stribrek
.Y.Y.H.y.Y.,Normal-Stribrek
66.W.,Normal-Stribrek
"96,W.w.",Normal-Stribrek
"99.W,",Normal-Stribrek
"99.W,W.",Normal-Stribrek
"99.W,W.",Normal-Stribrek
"96,W.",Normal-Stribrek
990a0,Normal-UDP-NTP-server
990f0,Normal-UDP-NTP-server
990i0,Normal-UDP-NTP-server
"u*R,R.R*u*R",Normal-CVUT-WebServer
99*w*Z+,Normal-Jist
u.R.U.U.u.D,Normal-Jist
Z.z.W.w.Z.Z,Normal-Jist
99.z.Z.I.I.,Normal-Jist
66.X.W*W.X.,Normal-Jist
67.W*X.,Normal-Jist
"66.x.X.X.X,",Normal-Jist
.X.W*W.w.X.,Normal-Jist
.W*W.W.w.Z.,Normal-Jist
.Z.Z.Z.W*W.,Normal-Jist
".X,X.x.X,X.",Normal-Jist
99+Z.Z.Z*,Normal-Jist
78.X.,Normal-Jist
.w.w.f.X.X.,Normal-Jist
W.X.X.x.X.x,Normal-Jist
Z.Z.Z*Z.Z*Z,Normal-Jist
99.z.Z.z.Z.,Normal-Jist
"76.w.X,",Normal-Jist
77.x.,Normal-Jist
"Z.Z,Z.Z.z.z",Normal-Jist
Z.Z.Z*Z.Z.Z,Normal-Jist
